Location,Cross_Street,Latitude,Longitude,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Year_Reported,Year_Occurred,Month_Reported,Month_Occurred,Day_Reported,Day_Occurred
1900 E  112TH                        ST,,33.9334,-118.2364,700.0,18.0,Southeast,1849.0,2.0,0800 0344 1817 0701 0913,39.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,4,4
8600    WILLIS                       AV,,34.2266,-118.4553,1800.0,19.0,Mission,1984.0,1.0,Unknown,0.0,,Unknown,707.0,GARAGE/CARPORT,0.0,No Weapon,AA,Adult Arrest,2020,2020,6,6,11,10
15200    DICKENS                      ST,,34.1523,-118.4646,1200.0,9.0,Van Nuys,981.0,2.0,1906,32.0,F,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,9,7,9,15
3000 W  12TH                         ST,,34.049,-118.3063,229.0,20.0,Olympic,2063.0,1.0,1822 0342 0337 0432 0340 0416 0445,38.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,5,5,3,3
10300    NATIONAL                     BL,,34.0292,-118.4091,400.0,14.0,Pacific,1407.0,1.0,0344 1609,0.0,Unknown,X,221.0,PUBLIC STORAGE,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,27,27
8TH                          ST,CONCORD,34.0226,-118.207,1650.0,4.0,Hollenbeck,488.0,2.0,0305 0419 0444 0429 0446,23.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,4,4,28,28
18TH                         ST,GRIFFITH                     AV,34.0267,-118.2528,2240.0,13.0,Newton,1313.0,1.0,1223 1202 0400 1309 1822 1218,69.0,M,B,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,2020,2020,5,5,3,3
12900    SATICOY                      ST,,34.2066,-118.4144,930.0,15.0,N Hollywood,1501.0,1.0,2004 0344,49.0,F,H,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,26,26
3100 W  59TH                         PL,,33.9863,-118.3264,2200.0,12.0,77th Street,1232.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,4,2
7700    PASEO DEL REY,,33.9567,-118.4326,930.0,14.0,Pacific,1483.0,2.0,1501,58.0,F,H,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2021,2020,1,12,12,20
8800 S  WESTERN                      AV,,33.9582,-118.309,1955.0,12.0,77th Street,1273.0,1.0,0325,0.0,Unknown,X,402.0,MARKET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,2020,2020,2,2,12,12
1200 E  27TH                         ST,,34.0158,-118.2509,1000.0,13.0,Newton,1325.0,1.0,1300 0344 0329,41.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,16,14
600    SHATTO                       PL,,34.0605,-118.2903,2042.0,20.0,Olympic,2038.0,2.0,0913 2000 1243 0432 0340 0444 0448,40.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,5,5,2,2
11000    ORO VISTA                    AV,,34.2689,-118.3157,1705.0,16.0,Foothill,1618.0,2.0,0329 1822,56.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,19,19
900    ROSE                         AV,,34.0027,-118.4653,1230.0,14.0,Pacific,1415.0,2.0,0447 2004,31.0,F,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,10,10,6,6
500 S  GRAND                        AV,,34.0502,-118.254,1830.0,1.0,Central,152.0,1.0,0329 1609 0344 1822,0.0,M,W,232.0,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",0.0,No Weapon,IC,Invest Cont,2020,2020,6,5,1,22
1600 E  108TH                        ST,,33.9378,-118.2462,545.0,18.0,Southeast,1837.0,1.0,1822 0344,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,14,14
100 N  LA CIENEGA                   BL,,34.0734,-118.3765,1045.0,7.0,Wilshire,722.0,1.0,0342 0216 0378,19.0,M,O,417.0,THE BEVERLY CONNECTION,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,18,15
1500    ANCHORAGE                    RD,,33.7667,-118.2431,10.0,5.0,Harbor,529.0,1.0,1300 0344,64.0,M,W,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,18,18
11000    BURBANK                      BL,,34.1758,-118.3746,2000.0,15.0,N Hollywood,1538.0,1.0,0344,29.0,M,H,210.0,RESTAURANT/FAST FOOD,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,21,21
100 S  GAFFEY                       ST,,33.7428,-118.2923,2132.0,5.0,Harbor,557.0,2.0,0329 1236,31.0,M,H,233.0,TATTOO PARLOR*,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,10,10
21300    SATICOY                      ST,,34.2136,-118.5912,850.0,21.0,Topanga,2126.0,2.0,0416 2004,73.0,M,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,31,31
800 N  HIGHLAND                     AV,,34.0853,-118.3386,2130.0,7.0,Wilshire,706.0,2.0,1300 0329,38.0,F,K,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,11,10
600 E  52ND                         PL,,33.995,-118.2652,2300.0,13.0,Newton,1373.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,9,10,8
5200 W  SUNSET                       BL,,34.0981,-118.3038,345.0,6.0,Hollywood,659.0,2.0,0421 1822 2000,25.0,M,H,505.0,MOTEL,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,11,11,18,17
SATICOY,TOPANGA CANYON               BL,34.2083,-118.606,1215.0,21.0,Topanga,2134.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,16,16
800 S  HILL                         ST,,34.0462,-118.2585,1145.0,1.0,Central,162.0,1.0,0344 1822 2004 1414,50.0,M,H,602.0,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,3,3,21,21
400 S  LAS PALMAS                   AV,,34.065,-118.3357,2240.0,7.0,Wilshire,738.0,1.0,0344,21.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,1,1
1700    SANTEE                       ST,,34.0312,-118.2615,1840.0,1.0,Central,195.0,1.0,0344,31.0,M,H,103.0,ALLEY,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,5,3
6400    SELMA                        AV,,34.0998,-118.33,210.0,6.0,Hollywood,646.0,2.0,1300 0400 0416 1822,25.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,9,9,4,4
800 S  WESTLAKE                     AV,,34.0544,-118.2767,2014.0,2.0,Rampart,265.0,2.0,2003 0342 0906 1206,34.0,M,H,119.0,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,2,2,27,27
2800 E  11TH                         ST,,34.0217,-118.2161,1940.0,4.0,Hollenbeck,497.0,1.0,0344 1602,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,24,23
7100    BONSALLO                     AV,,33.9754,-118.286,2230.0,12.0,77th Street,1249.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,4,3
8700    BURNET                       AV,,34.2283,-118.4633,1630.0,19.0,Mission,1982.0,2.0,2038 2004,26.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,12,12
1300 W  FLORENCE                     AV,,33.9789,-118.2981,1100.0,12.0,77th Street,1245.0,1.0,0913 2000 1814 0400 0416 0408,29.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,7,7,15,15
WILSHIRE                     BL,CRESCENT HEIGHTS,34.0634,-118.3653,1130.0,7.0,Wilshire,732.0,1.0,1822 2004 0400 0431,63.0,M,W,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,2020,2020,1,1,13,13
7TH                          ST,CATALINA                     ST,34.0598,-118.2954,1500.0,20.0,Olympic,2035.0,1.0,0344 0385 1822,54.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,15,8
11300    SUNBURST                     ST,,34.2788,-118.3773,1935.0,16.0,Foothill,1606.0,1.0,0325 0344,36.0,M,O,401.0,MINI-MART,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,13,13
500    SANFORD                      AV,,33.7762,-118.2504,2300.0,5.0,Harbor,529.0,1.0,1606 1300 0321,0.0,Unknown,X,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,8,7
5200    WHITSETT                     AV,,34.1638,-118.4087,2300.0,15.0,N Hollywood,1541.0,1.0,1302 0344,29.0,F,W,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,4,3
300 S  BURNSIDE                     AV,,34.0704,-118.3552,1945.0,7.0,Wilshire,734.0,2.0,0446 0417 0361,46.0,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,11,11,27,27
16200    DEVONSHIRE                   ST,,34.2574,-118.4848,1100.0,17.0,Devonshire,1758.0,1.0,1822 0344 0377 0930,47.0,F,A,402.0,MARKET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,11,11
11100    VICTORY                      BL,,34.1867,-118.3728,250.0,15.0,N Hollywood,1527.0,2.0,2004,66.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,10,10
700 E  MANCHESTER                   AV,,33.9638,-118.2629,1030.0,12.0,77th Street,1269.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,27,27
900 E  43RD                         ST,,34.0057,-118.2599,1900.0,13.0,Newton,1353.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,18,17
19200    LIAM                         LN,,34.1797,-118.5528,1200.0,10.0,West Valley,1041.0,1.0,0913,36.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2022,2020,6,1,16,1
20500 W  VENTURA                      BL,,34.1683,-118.5787,1600.0,21.0,Topanga,2189.0,1.0,1601 0344 1610,35.0,M,X,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,15,13
6800    HOLLYWOOD                    BL,,34.1016,-118.3387,1500.0,6.0,Hollywood,645.0,2.0,0800 0701 0432 0344 0930,30.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,4,4
1100    VINE                         ST,,34.0908,-118.3266,1830.0,6.0,Hollywood,666.0,2.0,0701,36.0,F,B,503.0,HOTEL,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,3,1
600 S  SAINT LOUIS                  ST,,34.0376,-118.2166,2030.0,4.0,Hollenbeck,473.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,31,30
11600    BURBANK                      BL,,34.1722,-118.3846,2330.0,15.0,N Hollywood,1547.0,1.0,0325,0.0,M,O,301.0,GAS STATION,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,14,13
3900    ROXANNE                      AV,,34.0162,-118.3482,1230.0,3.0,Southwest,362.0,2.0,0446 1202 0416 2021 0554,76.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,4,4,13,13
9100    RESEDA                       BL,,34.2355,-118.5361,800.0,17.0,Devonshire,1785.0,2.0,1822 2035 0421,57.0,M,H,402.0,MARKET,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,3,3,21,21
3300 N  MISSION                      RD,,34.0651,-118.2116,5.0,4.0,Hollenbeck,423.0,1.0,0344,36.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,18,18
VENICE,LINCOLN,33.9941,-118.4528,1110.0,14.0,Pacific,1432.0,1.0,1822 0359 1218 0334,38.0,M,W,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,2020,2020,11,11,24,24
VENICE,SAN VICENTE,34.0472,-118.337,1625.0,7.0,Wilshire,765.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,23,23
11000    OTSEGO                       ST,,34.163,-118.3729,1117.0,15.0,N Hollywood,1555.0,2.0,0344 0701,38.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,18,18
S  NORMANDIE                    AV,EXPOSITION                   BL,34.0182,-118.3002,1540.0,3.0,Southwest,357.0,1.0,0343 2032,46.0,M,H,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,6,5
700    GARLAND                      AV,,34.0517,-118.2663,1200.0,2.0,Rampart,269.0,2.0,0701 1822,24.0,F,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,2,1,2,15
DON FELIPE                   DR,DON MIGUEL,34.0055,-118.3562,2330.0,3.0,Southwest,391.0,1.0,1822 0334 0355 0302 0344,29.0,F,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,2020,2020,1,1,30,25
1200 S  GAFFEY                       ST,,33.7334,-118.2924,1402.0,5.0,Harbor,563.0,1.0,0344 0913 0378 2028 0325,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,AA,Adult Arrest,2020,2020,3,3,26,26
6600    WILBUR                       AV,,34.1902,-118.5448,1700.0,10.0,West Valley,1023.0,1.0,0385 1300 1822,63.0,F,H,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,25,22
1500 E  47TH                         ST,,34.001,-118.2478,1630.0,13.0,Newton,1367.0,2.0,0913 0552 0417 0416 1261,29.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,20,20
14300    HARTSOOK                     ST,,34.164,-118.4444,1400.0,9.0,Van Nuys,964.0,1.0,1822 0334 0421,35.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,207.0,OTHER KNIFE,IC,Invest Cont,2020,2020,1,1,2,2
WOODMAN,VANOWEN,34.194,-118.4312,2300.0,9.0,Van Nuys,919.0,2.0,0421 0906 1822 0371,0.0,M,X,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,2020,2020,6,6,12,10
600 S  PALOS VERDES                 ST,,33.7379,-118.2814,1800.0,5.0,Harbor,564.0,2.0,0329 1300,42.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,2,1
5500    CAHUENGA                     BL,,34.17,-118.3616,2110.0,15.0,N Hollywood,1549.0,2.0,1202 2004 1822 0416,65.0,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,6,6,9,9
3500 S  FIGUEROA                     ST,,34.0201,-118.2812,618.0,3.0,Southwest,359.0,1.0,0202 1822 0334 2035 0903 1516 2055,41.0,M,H,503.0,HOTEL,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,2020,2020,6,6,18,18
1300 N  ALVARADO                     ST,,34.0791,-118.2626,1435.0,11.0,Northeast,1181.0,1.0,0344 0325,0.0,Unknown,X,402.0,MARKET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,9,8
7800    VAN NUYS                     BL,,34.2153,-118.4519,1245.0,19.0,Mission,1995.0,2.0,0416,20.0,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,1,1
7300 N  FIGUEROA                     ST,,34.1359,-118.1885,1525.0,11.0,Northeast,1119.0,1.0,0945 0401 1822 2004,0.0,Unknown,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,8,8,28,28
1000 S  WOOSTER                      ST,,34.0594,-118.3824,600.0,8.0,West LA,849.0,1.0,Unknown,0.0,,Unknown,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,14,14
7900    NEWCASTLE                    AV,,34.2146,-118.5252,2200.0,10.0,West Valley,1005.0,2.0,0400 0416 2000 0913 1814 2004,50.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,8,8,24,24
4900 W  WASHINGTON                   BL,,34.0431,-118.3482,230.0,7.0,Wilshire,774.0,2.0,0329 2004 1609 1300,0.0,M,O,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,9,9,1,1
13700    MULHOLLAND                   DR,,34.138,-118.4376,2130.0,9.0,Van Nuys,994.0,2.0,0444,27.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,7,7,5,4
5800 S  FIGUEROA                     ST,,33.9856,-118.2827,500.0,12.0,77th Street,1239.0,1.0,2032 0344,43.0,F,H,301.0,GAS STATION,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,13,13
100 N  BEAUDRY                      AV,,34.0591,-118.2542,2100.0,2.0,Rampart,239.0,1.0,1300 0344 1307 1609 0329,32.0,M,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,2,1
13900    MOUNTAIN VIEW                PL,,34.3247,-118.4123,1820.0,19.0,Mission,1909.0,2.0,2000 0444 1813,49.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,8,8,14,14
VANOWEN,COLUMBUS,34.1939,-118.4641,1140.0,9.0,Van Nuys,914.0,2.0,0448,64.0,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,4,2
LA BREA,WASHINGTON                   BL,34.0404,-118.3475,1730.0,7.0,Wilshire,774.0,1.0,1300 1601 0344,60.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,6,5
10200    MASON                        AV,,34.2555,-118.5798,1800.0,17.0,Devonshire,1753.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,30,29
3300 S  FIGUEROA                     ST,,34.0268,-118.2808,940.0,3.0,Southwest,328.0,1.0,0325 0104,19.0,Unknown,X,403.0,DRUG STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,13,13
2500 S  WESTERN                      AV,,34.0337,-118.309,900.0,3.0,Southwest,316.0,2.0,0432 0443 0913,28.0,F,B,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AO,Adult Other,2020,2020,1,1,23,23
18000    CALVERT                      ST,,34.1819,-118.5252,1945.0,10.0,West Valley,1034.0,1.0,0344 1822 1609 0321 0352,49.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,13,13
S  SANTA FE                     AV,BAY                          ST,34.0316,-118.23,2100.0,13.0,Newton,1309.0,1.0,0344 1307,26.0,F,C,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,23,22
CRENSHAW                     BL,VENICE                       BL,34.0452,-118.3281,1730.0,7.0,Wilshire,766.0,1.0,0913 1218 0411 0416 1820,27.0,M,H,101.0,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,2020,2020,7,7,27,27
6500    FULTON                       AV,,34.1885,-118.4225,1930.0,9.0,Van Nuys,929.0,2.0,0329 2004,46.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,7,6
WYANDOTTE                    ST,CLAIRE                       AV,34.2029,-118.5502,1425.0,10.0,West Valley,1011.0,2.0,1202 0421 1822 0444,62.0,M,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,2,2,10,10
400    LANDFAIR                     AV,,34.0673,-118.4534,2230.0,8.0,West LA,816.0,1.0,0321 0344 1822 1420,21.0,M,B,123.0,PARKING UNDERGROUND/BUILDING,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,26,25
1200    5TH                          AV,,34.0494,-118.3216,1815.0,7.0,Wilshire,759.0,1.0,0390 1402 0432 0429,46.0,F,A,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,4,4,8,8
6900    CHIMINEAS                    AV,,34.196,-118.5284,1200.0,10.0,West Valley,1025.0,1.0,1702 1202 0913,70.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,7,18,17
7900 S  MAIN                         ST,,33.967,-118.2739,2150.0,12.0,77th Street,1268.0,1.0,0913 0400 0416 0447,42.0,Unknown,X,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,9,9,30,30
DELTA                        ST,ECHO PARK                    AV,34.0817,-118.2551,1900.0,11.0,Northeast,1183.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,14,10
700 E  SLAUSON                      AV,,33.9893,-118.2629,1200.0,13.0,Newton,1385.0,1.0,0329 1602,61.0,F,A,221.0,PUBLIC STORAGE,0.0,No Weapon,IC,Invest Cont,2020,2020,12,11,14,9
10700    KLING                        ST,,34.1557,-118.3648,1937.0,15.0,N Hollywood,1557.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,8,7
4900    SERRANIA                     AV,,34.159,-118.5883,100.0,21.0,Topanga,2189.0,2.0,0447 0356,15.0,F,B,514.0,GROUP HOME,500.0,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,2020,2020,10,10,28,28
1300    264TH                        ST,,33.7821,-118.3008,1930.0,5.0,Harbor,512.0,1.0,0329 0344 0385 1300,57.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,29,27
16300 S  VERMONT                      AV,,33.8831,-118.2913,1040.0,18.0,Southeast,1881.0,1.0,0913 0411 1810 1402 2021,63.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,2020,2020,9,9,13,13
10100    PINEWOOD                     AV,,34.253,-118.2907,130.0,16.0,Foothill,1657.0,2.0,Unknown,58.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,29,23
900 S  OLIVE                        ST,,34.0423,-118.2595,935.0,1.0,Central,182.0,1.0,0344 0394 1822,30.0,F,O,232.0,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,23,22
5500    LINDLEY                      AV,,34.1713,-118.5273,2000.0,10.0,West Valley,1045.0,1.0,1822 0344 1606,40.0,M,O,123.0,PARKING UNDERGROUND/BUILDING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,4,13,20
7TH                          ST,ALVARADO,34.0565,-118.2768,1800.0,2.0,Rampart,245.0,2.0,2004 0416 0446 1822,34.0,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,6,6,9,9
1600 E  32ND                         ST,,34.0121,-118.2458,1400.0,13.0,Newton,1347.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,10,9
CENTRAL                      AV,70TH                         AV,33.9767,-118.2565,130.0,13.0,Newton,1395.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,12,10
VALENCIA                     ST,WILSHIRE                     BL,34.0547,-118.2683,2000.0,2.0,Rampart,257.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,2,1
7000    MADDEN                       AV,,33.9764,-118.3255,700.0,12.0,77th Street,1252.0,2.0,1906 0913 0603,56.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,2020,2020,2,2,18,3
900    WHITE KNOLL                  DR,,34.0671,-118.2483,2030.0,1.0,Central,101.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,13,12
1500 W  11TH                         PL,,34.0462,-118.2738,1730.0,2.0,Rampart,289.0,1.0,1822 0450 1310,18.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,2020,2020,12,12,25,25
700 E  93RD                         ST,,33.952,-118.263,1835.0,18.0,Southeast,1824.0,1.0,1100 1822 0329,26.0,M,H,501.0,SINGLE FAMILY DWELLING,107.0,OTHER FIREARM,IC,Invest Cont,2020,2020,12,12,1,1
19100    CELTIC                       ST,,34.2692,-118.5482,230.0,17.0,Devonshire,1727.0,1.0,0344,34.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2021,2020,1,12,4,3
14800    POLK                         ST,,34.3027,-118.4553,1200.0,19.0,Mission,1925.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,27,26
2400    LOUELLA                      AV,,33.9958,-118.4479,2230.0,14.0,Pacific,1443.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,AO,Adult Other,2020,2020,8,8,30,29
7200    FRANKLIN                     AV,,34.1034,-118.349,425.0,6.0,Hollywood,643.0,1.0,1300 1202 0329 0344 0385,70.0,M,I,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,5,5
