,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
3541,4300 S  VAN NESS                     AV,,34.0055,-118.3171,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1400.0,3.0,Southwest,395.0,1.0,0334 0345 0416 0411 0445 1822 1202 1311 0916 1402,73.0,M,H,108.0,PARKING LOT,219.0,SCREWDRIVER,IC,Invest Cont
14247,6200 S  BROADWAY,,33.9789,-118.2795,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1410.0,13.0,Newton,1391.0,1.0,1300 0334 0302 0344 0216 0209 1822 0906,39.0,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest
11732,4300 S  CENTRAL                      AV,,34.0037,-118.2609,04/06/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1800.0,13.0,Newton,1353.0,1.0,1300 0344 0329 1307,0.0,X,X,108.0,PARKING LOT,,,IC,Invest Cont
16894,5100 S  WILTON                       PL,,33.9998,-118.3149,01/02/2021 12:00:00 AM,12/31/2020 12:00:00 AM,1400.0,12.0,77th Street,1203.0,1.0,0913 0344 0603,43.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
9506,300 N  CROFT                        AV,,34.0761,-118.3742,09/02/2020 12:00:00 AM,08/21/2020 12:00:00 AM,2330.0,7.0,Wilshire,711.0,1.0,0344,23.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont
3158,W  25TH                         ST,TOBERMAN                     ST,34.0326,-118.2826,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,2230.0,3.0,Southwest,308.0,2.0,0342 1309 0416 1218 1822 0445,51.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
7262,35TH                         PL,WESTERN                      AV,34.0237,-118.3089,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1845.0,3.0,Southwest,356.0,1.0,0344 0416 0446 1218 1822 2021,49.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
488,JESSE,IMPERIAL,34.0363,-118.2314,12/10/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1900.0,1.0,Central,159.0,1.0,1609 0344 1307 1822 0329 1414,32.0,F,W,101.0,STREET,,,IC,Invest Cont
3678,2700 S  PALM GROVE                   AV,,34.0313,-118.3457,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1.0,3.0,Southwest,331.0,2.0,1822 1309 1100 1407,19.0,X,X,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont
8082,7600    KITTYHAWK                    AV,,33.9694,-118.3787,06/15/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1900.0,14.0,Pacific,1479.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont
17353,12500    RUBENS                       AV,,33.988,-118.4248,09/27/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1400.0,14.0,Pacific,1455.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
5060,1700    ORCHARD                      AV,,34.0433,-118.2885,04/30/2020 12:00:00 AM,04/28/2020 12:00:00 AM,2200.0,20.0,Olympic,2088.0,1.0,1309 1609 0358 0344,63.0,M,H,101.0,STREET,,,IC,Invest Cont
3120,900 W  75TH                         ST,,33.9717,-118.2893,05/19/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1000.0,12.0,77th Street,1256.0,1.0,0352 1822 0344,52.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
6305,900 E  79TH                         ST,,33.9711,-118.2629,07/10/2020 12:00:00 AM,07/09/2020 12:00:00 AM,2200.0,12.0,77th Street,1259.0,2.0,2000 0400 0444 0913 1813,33.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
15168,NEWCASTLE                    AV,VENTURA                      BL,34.1648,-118.5244,11/13/2020 12:00:00 AM,08/01/2020 12:00:00 AM,400.0,10.0,West Valley,1065.0,1.0,0344 1820 1420 0913 1202,62.0,F,W,101.0,STREET,,,IC,Invest Cont
19372,VARIEL,INGOMAR,34.2047,-118.5879,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,2240.0,21.0,Topanga,2137.0,1.0,1402 0906,57.0,M,W,101.0,STREET,,,AA,Adult Arrest
12483,12000 S  CENTRAL                      AV,,33.9231,-118.2544,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,2200.0,18.0,Southeast,1864.0,1.0,1407 1402 1100 0430 1822,20.0,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont
6138,2700    POMEROY                      AV,,34.0533,-118.1977,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,1415.0,4.0,Hollenbeck,449.0,1.0,0344 1822 0945,0.0,X,X,402.0,MARKET,113.0,SIMULATED GUN,IC,Invest Cont
13154,5600 S  SAINT ANDREWS                PL,,33.9918,-118.3113,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,210.0,12.0,77th Street,1213.0,2.0,0443 0360 0913,39.0,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other
383,48TH                         PL,MAIN                         ST,33.9993,-118.274,08/10/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1230.0,13.0,Newton,1362.0,1.0,0358 0321 0344,52.0,M,H,101.0,STREET,,,IC,Invest Cont
9430,INGRAHAM,BIXEL,34.0518,-118.2637,06/11/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1815.0,2.0,Rampart,249.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
910,1100 W  ELBERON                      AV,,33.7486,-118.3011,04/03/2020 12:00:00 AM,03/18/2020 12:00:00 AM,2200.0,5.0,Harbor,551.0,1.0,1606 1402 1300 0344,35.0,F,H,104.0,DRIVEWAY,,,IC,Invest Cont
13376,1200 E  108TH                        ST,,33.9378,-118.2542,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1800.0,18.0,Southeast,1836.0,1.0,0344 1822 2033 0377 1606,24.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
16972,8200    BALBOA                       BL,,34.2185,-118.5016,11/02/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1345.0,10.0,West Valley,1008.0,1.0,0321 0352 1822 0344 1605 1420,36.0,M,B,221.0,PUBLIC STORAGE,,,IC,Invest Cont
14369,1500    COTNER                       AV,,34.0495,-118.4481,01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,800.0,8.0,West LA,854.0,2.0,0329 1822,77.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont
1070,1300 S  WESTGATE                     AV,,34.0455,-118.4619,03/24/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1940.0,8.0,West LA,842.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,AO,Adult Other
16510,7TH                          ST,ALVARADO                     ST,34.0565,-118.2768,08/28/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1200.0,2.0,Rampart,265.0,1.0,0416 0344 0429 0370 1206 1822 1218,40.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
2819,VAN NUYS                     BL,ROSCOE,34.2215,-118.4488,09/01/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1310.0,19.0,Mission,1994.0,1.0,2032 0344,36.0,F,A,404.0,DEPARTMENT STORE,,,IC,Invest Cont
13632,12600    VILLAGE                      LN,,33.9778,-118.4145,11/27/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1730.0,14.0,Pacific,1464.0,1.0,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest
17806,6800    LA TIJERA                    BL,,33.9773,-118.3718,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1130.0,14.0,Pacific,1469.0,1.0,0945 0325 1420 1309 0443 0444 0326 1236 1822 0104,0.0,X,X,244.0,TOBACCO SHOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12239,18400    HATTERAS                     ST,,34.1775,-118.5337,10/03/2020 12:00:00 AM,10/02/2020 12:00:00 AM,2300.0,10.0,West Valley,1044.0,1.0,1300 0344 1822,20.0,F,W,101.0,STREET,,,IC,Invest Cont
5515,4700    INGLEWOOD                    BL,,33.9932,-118.4152,03/18/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1625.0,14.0,Pacific,1457.0,1.0,0344 2004,0.0,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont
11303,5400    TROOST                       AV,,34.1687,-118.3866,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,1200.0,15.0,N Hollywood,1546.0,2.0,2038,62.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
12330,500 S  MAIN                         ST,,34.0467,-118.2485,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1020.0,1.0,Central,154.0,1.0,1218 2004 0913,57.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304.0,CLUB/BAT,IC,Invest Cont
13363,500    GULF                         AV,,33.7751,-118.2725,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1925.0,5.0,Harbor,525.0,2.0,0329 0361 1300,32.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other
13955,2200    FAIR PARK                    AV,,34.1361,-118.215,09/02/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1630.0,11.0,Northeast,1115.0,1.0,1602 0344 0358 0397,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
18363,7200    KATHERINE                    AV,,34.2012,-118.4432,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,600.0,9.0,Van Nuys,906.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3547,4500 N  LANKERSHIM                   BL,,34.1523,-118.367,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,700.0,15.0,N Hollywood,1567.0,1.0,0334 0421 1822 2004,55.0,F,H,301.0,GAS STATION,511.0,VERBAL THREAT,IC,Invest Cont
3436,2500 S  VIEW                         ST,,34.0328,-118.3481,06/10/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1800.0,3.0,Southwest,305.0,1.0,0329 1300 1402 1607 1822,31.0,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont
7251,200 S  BERENDO                      ST,,34.0709,-118.2942,10/06/2020 12:00:00 AM,10/05/2020 12:00:00 AM,900.0,20.0,Olympic,2017.0,2.0,0408 0446 0340 0421 1243 0913 1206 1814 2000,58.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
10244,SHERMAN                      WY,BALBOA                       BL,34.2012,-118.5011,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,2310.0,10.0,West Valley,1017.0,1.0,0913 1309 1300 1310 0447 1814 1414 2038 1312 2000,25.0,F,O,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest
17985,600 S  WESTERN                      AV,,34.0655,-118.3114,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1230.0,20.0,Olympic,2022.0,1.0,0202 1822 0344 0325 0104,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
1179,1500 N  HAYWORTH                     AV,,34.0981,-118.3628,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1715.0,6.0,Hollywood,632.0,2.0,0913 2038,43.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
4483,3400    ARLINGTON                    AV,,34.0222,-118.3227,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1530.0,3.0,Southwest,354.0,2.0,0329 0913 1307 1814 2000,37.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
18632,12700    WOODCOCK                     AV,,34.3009,-118.4489,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2200.0,19.0,Mission,1915.0,1.0,0344 1607,43.0,M,H,104.0,DRIVEWAY,,,IC,Invest Cont
928,900 N  AVENUE 63,,34.1229,-118.179,07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2200.0,11.0,Northeast,1128.0,2.0,0329,30.0,M,H,101.0,STREET,,,IC,Invest Cont
10505,BROADWAY,58TH                         ST,33.9897,-118.2783,09/05/2020 12:00:00 AM,09/03/2020 12:00:00 AM,930.0,13.0,Newton,1371.0,1.0,1000 1202 1822 0344 0432,62.0,F,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont
11272,300 S  NEW HAMPSHIRE                AV,,34.0674,-118.2929,12/19/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1200.0,20.0,Olympic,2026.0,2.0,0100 0930 1817 0913,22.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
17363,700 S  WESTERN                      AV,,34.0599,-118.3139,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,2150.0,20.0,Olympic,2031.0,1.0,1822 0431,26.0,F,H,101.0,STREET,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest
19303,5100    YARMOUTH                     AV,,34.1629,-118.5202,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1825.0,10.0,West Valley,1065.0,2.0,0400 0416 0913 1701 1202 0443 0429,73.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
17164,2000    RODNEY                       DR,,34.1077,-118.2892,04/06/2021 12:00:00 AM,11/25/2020 12:00:00 AM,1250.0,11.0,Northeast,1142.0,2.0,0100 0929,43.0,M,W,602.0,BANK,,,IC,Invest Cont
11067,2200    CENTURY                      BL,,33.9465,-118.2332,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1330.0,18.0,Southeast,1829.0,1.0,2000 0913 0344 1218 2004 1814 1300 2033,28.0,F,B,101.0,STREET,,,IC,Invest Cont
2464,14000    MAGNOLIA                     BL,,34.1649,-118.4394,11/26/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1700.0,9.0,Van Nuys,964.0,1.0,0344 1609,58.0,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
9353,1300    CASIANO                      RD,,34.0871,-118.4722,02/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200.0,8.0,West LA,805.0,1.0,1822 0701 1202 0100 1916 1908 1914 1702,82.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
19190,6200 W  96TH                         ST,,0.0,0.0,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,845.0,14.0,Pacific,1495.0,2.0,0444,48.0,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
2715,600 S  RAMPART                      BL,,34.0619,-118.2817,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,815.0,2.0,Rampart,251.0,1.0,0325 1822 0104,0.0,X,X,401.0,MINI-MART,,,IC,Invest Cont
4106,13400    HUBBARD                      ST,,34.3125,-118.4246,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2200.0,19.0,Mission,1907.0,2.0,0329,19.0,M,H,408.0,AUTO SUPPLY STORE*,,,IC,Invest Cont
9592,1700 W  GAGE                         AV,,33.9824,-118.3068,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1400.0,12.0,77th Street,1243.0,2.0,0329 1300 0361,39.0,M,H,101.0,STREET,,,IC,Invest Cont
13125,21300    SUPERIOR                     ST,,34.2464,-118.5954,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1400.0,17.0,Devonshire,1762.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
663,700 S  CATALINA                     ST,,34.0598,-118.2979,04/29/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1530.0,20.0,Olympic,2035.0,1.0,0321 1822,0.0,X,X,721.0,HIGH SCHOOL,,,IC,Invest Cont
6217,9900    GULLO                        AV,,34.2499,-118.4489,08/22/2020 12:00:00 AM,08/21/2020 12:00:00 AM,2230.0,19.0,Mission,1958.0,1.0,1202 0344 0314,61.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont
14142,NORMANDIE                    AV,SLAUSON                      AV,33.9892,-118.3002,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1930.0,12.0,77th Street,1215.0,1.0,0916 1100 1822 0450 0853,28.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont
5930,4400    ROSEWOOD                     AV,,34.079,-118.3004,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1300.0,20.0,Olympic,2005.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
17403,5400    LINDLEY                      AV,,34.1629,-118.5263,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1.0,10.0,West Valley,1075.0,2.0,1258 0913 0556 0448 0602 0408,12.0,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
6026,8500    GLIDER                       AV,,33.9611,-118.3882,04/20/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1400.0,14.0,Pacific,1477.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
18254,300 S  SANTA FE                     AV,,34.042,-118.2326,07/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,200.0,1.0,Central,139.0,1.0,0397 1602 1822 0344,29.0,M,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
6122,ROSE,LINCOLN,34.0011,-118.4673,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,355.0,14.0,Pacific,1414.0,2.0,0329,0.0,X,X,101.0,STREET,,,IC,Invest Cont
19095,2500    OVERLAND                     AV,,34.0404,-118.4237,01/13/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1500.0,8.0,West LA,885.0,1.0,0358 1302 0344 1822 0385,48.0,M,W,101.0,STREET,,,IC,Invest Cont
7702,1100 E  108TH                        ST,,33.9383,-118.2565,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1220.0,18.0,Southeast,1834.0,1.0,2000 0913 1814 0416 0344,24.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
10537,11600    FRIAR                        ST,,34.1858,-118.3846,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,910.0,15.0,N Hollywood,1526.0,2.0,2004 0400 0446,33.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
19828,8300    VAN NUYS                     BL,,34.2216,-118.4488,05/09/2020 12:00:00 AM,05/06/2020 12:00:00 AM,2030.0,19.0,Mission,1985.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
7596,6700    RESEDA                       BL,,34.1925,-118.536,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,240.0,10.0,West Valley,1035.0,1.0,0324 1607 1822 0321 0344 1420 1414,0.0,M,W,248.0,CELL PHONE STORE,,,IC,Invest Cont
18688,5000    TEMPLETON                    ST,,34.0852,-118.1739,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1745.0,4.0,Hollenbeck,426.0,2.0,2000 1813 0913 0356 0447 0416,45.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
16782,W  7TH                          ST,CORONADO,34.0589,-118.2821,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1345.0,2.0,Rampart,261.0,2.0,0910 0601 0329 1300 2051 2024 1822,0.0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
2725,7TH                          ST,ARDMORE                      AV,34.0597,-118.302,05/09/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1330.0,20.0,Olympic,2034.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
2609,62ND,PACIFIC,33.9625,-118.4531,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,720.0,14.0,Pacific,1472.0,2.0,0400 0448,26.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
8753,13500    ELDRIDGE                     AV,,34.3174,-118.4239,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,845.0,19.0,Mission,1908.0,1.0,0325 0945 1822,56.0,M,O,202.0,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
14593,19300    WYANDOTTE                    ST,,34.2029,-118.5535,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1200.0,10.0,West Valley,1011.0,2.0,0421 2004 0913 0906 1202 1816 0360,68.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest
881,1900 N  BEACHWOOD                    DR,,34.1053,-118.3213,02/10/2020 12:00:00 AM,02/07/2020 12:00:00 AM,900.0,6.0,Hollywood,628.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
11098,GLENOAKS,VAN NUYS,34.2737,-118.4117,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,600.0,16.0,Foothill,1602.0,1.0,1822 0344,32.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont
15120,8400    BALBOA                       BL,,34.2248,-118.5151,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,252.0,17.0,Devonshire,1795.0,1.0,0344,37.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont
3418,8800    TILDEN                       AV,,34.2294,-118.4489,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1740.0,19.0,Mission,1985.0,1.0,1606 0344,23.0,F,H,104.0,DRIVEWAY,,,IC,Invest Cont
4267,2200 W  6TH                          ST,,34.0601,-118.2761,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1615.0,2.0,Rampart,245.0,1.0,2024 0342 0371 1402 0906 1816 0443 1815 1822 0334,18.0,F,H,109.0,PARK/PLAYGROUND,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont
9894,VENICE                       BL,SHELL                        AV,33.9913,-118.4585,09/25/2020 12:00:00 AM,09/23/2020 12:00:00 AM,100.0,14.0,Pacific,1432.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
9690,VENICE,BROADWAY,34.0347,-118.2645,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,445.0,1.0,Central,195.0,1.0,0344 0400 1822 2004 0910,36.0,M,H,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
1954,1000    LEIGHTON                     AV,,34.0132,-118.2915,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,940.0,3.0,Southwest,379.0,2.0,0329 0400 0416 0913 1810,21.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
11703,1200    RONAN                        AV,,33.7865,-118.2726,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2200.0,5.0,Harbor,532.0,1.0,1300 0344 0321 1606,31.0,M,H,101.0,STREET,,,IC,Invest Cont
7855,11400    EVERS                        AV,,33.9311,-118.2472,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,715.0,18.0,Southeast,1846.0,2.0,0400 0444 0913 1814 2000,44.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
10930,9000    ALCOTT                       ST,,34.0531,-118.3941,09/05/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1900.0,8.0,West LA,857.0,1.0,0344 0346,58.0,F,W,103.0,ALLEY,,,IC,Invest Cont
19561,400 W  66TH                         ST,,33.9798,-118.2813,03/02/2020 12:00:00 AM,03/02/2020 12:00:00 AM,700.0,12.0,77th Street,1249.0,2.0,1402,21.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
14496,10600    VENICE                       BL,,34.0192,-118.4059,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,530.0,14.0,Pacific,1406.0,1.0,0344 1202 2024,63.0,M,O,301.0,GAS STATION,,,JA,Juv Arrest
17809,3600    CARDIFF                      AV,,34.0272,-118.3977,12/08/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1430.0,14.0,Pacific,1409.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
19517,13900    SHERMAN                      WY,,34.2012,-118.4356,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1.0,9.0,Van Nuys,916.0,1.0,0334 0561 0913,71.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont
17910,3500    MARMION                      WY,,34.0871,-118.2141,08/31/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2000.0,11.0,Northeast,1189.0,1.0,1814 1416 2000 0913 1218,50.0,F,B,501.0,SINGLE FAMILY DWELLING,204.0,FOLDING KNIFE,IC,Invest Cont
1383,21200    OXNARD                       ST,,34.1837,-118.5846,02/08/2021 12:00:00 AM,12/22/2020 12:00:00 AM,1200.0,21.0,Topanga,2158.0,1.0,0394,27.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
10035,YUCCA                        ST,LAS PALMAS,34.1032,-118.3362,12/03/2020 12:00:00 AM,12/02/2020 12:00:00 AM,2100.0,6.0,Hollywood,636.0,1.0,0344 0329 1609 1300 1307 1822 1501,31.0,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
16162,4700 W  PICO                         BL,,34.0486,-118.3385,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1020.0,7.0,Wilshire,765.0,2.0,1822 0416 0446,0.0,M,A,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8790,700 W  3RD                          ST,,33.7415,-118.293,09/14/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1830.0,5.0,Harbor,557.0,2.0,1501,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
6537,10600    COMPTON                      AV,,33.9383,-118.2494,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,540.0,18.0,Southeast,1836.0,2.0,0329 1300 1822,0.0,M,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest
